fold,phase,epoch,phase_epoch,train_loss,train_img_acc,val_loss,val_accuracy,val_macro_f1,val_stone_accuracy,val_stone_macro_f1,val_stone_f1_CaOx,val_stone_f1_CHP,val_stone_f1_UA,val_stone_f1_MAP,val_stone_f1_CYS,seconds
3,frozen,0,0,1.6269202853992748,0.35294117647058826,1.5912769294554188,0.3935483870967742,0.2843435833551884,0.40384615384615385,0.2643478260869565,0.4666666666666667,0.5217391304347826,0.0,0.0,0.3333333333333333,93.0
3,frozen,1,1,1.51991108244667,0.3036565977742448,1.5303262602898382,0.25806451612903225,0.19782818807209052,0.2692307692307692,0.18986486486486487,0.5,0.32432432432432434,0.0,0.125,0.0,93.4
3,frozen,2,2,1.4300807667081799,0.48330683624801274,1.5072343610948131,0.3548387096774194,0.26832050393857887,0.38461538461538464,0.31428863928863926,0.4864864864864865,0.42424242424242425,0.0,0.2857142857142857,0.375,93.4
3,frozen,3,3,1.3665389169380662,0.505564387917329,1.4643972727560228,0.34838709677419355,0.29340016708437766,0.36538461538461536,0.32166666666666666,0.4375,0.4375,0.13333333333333333,0.2,0.4,93.2
3,frozen,4,4,1.3253051127841629,0.5166931637519873,1.4314381784008394,0.3741935483870968,0.3237871561400973,0.36538461538461536,0.31532472432302655,0.48484848484848486,0.3870967741935484,0.3157894736842105,0.16666666666666666,0.2222222222222222,93.3
3,finetune,5,0,1.24174504268719,0.5039745627980922,1.353967478967482,0.4258064516129032,0.33747799021390934,0.46153846153846156,0.38376791167488844,0.6511627906976745,0.16666666666666666,0.5454545454545454,0.2222222222222222,0.3333333333333333,94.0
3,finetune,6,1,0.9671046888316568,0.5643879173290938,1.2822064030554987,0.45806451612903226,0.42102450894678556,0.5192307692307693,0.5061591786591787,0.5945945945945946,0.4375,0.5714285714285714,0.2,0.7272727272727273,94.5
3,finetune,7,2,0.7489195172282584,0.6597774244833068,1.4909591182585686,0.6,0.5340226986128626,0.6346153846153846,0.5987498680181608,0.6829268292682927,0.6060606060606061,0.5714285714285714,0.3333333333333333,0.8,94.4
3,finetune,8,3,0.5847522361479427,0.7408585055643879,1.3382503955594955,0.5096774193548387,0.47336451836451837,0.5769230769230769,0.5552631578947368,0.5714285714285714,0.5263157894736842,0.7619047619047619,0.25,0.6666666666666666,94.2
3,finetune,9,4,0.5217611117137445,0.7901430842607313,1.636971353715466,0.567741935483871,0.49846734925411,0.6153846153846154,0.5751366912657236,0.6666666666666666,0.5806451612903226,0.6153846153846154,0.2857142857142857,0.7272727272727273,94.3
3,finetune,10,5,0.370252891356312,0.8044515103338633,1.978026911520189,0.6064516129032258,0.5282071213959758,0.6346153846153846,0.5436829836829837,0.6666666666666666,0.6363636363636364,0.6153846153846154,0.0,0.8,94.3
3,finetune,11,6,0.3325876924305538,0.834658187599364,2.4674842188435218,0.5548387096774193,0.4908840014103172,0.5961538461538461,0.5255446418717581,0.6829268292682927,0.5294117647058824,0.6153846153846154,0.0,0.8,94.3
