fold,phase,epoch,phase_epoch,train_loss,train_img_acc,val_loss,val_accuracy,val_macro_f1,val_stone_accuracy,val_stone_macro_f1,val_stone_f1_CaOx,val_stone_f1_CHP,val_stone_f1_UA,val_stone_f1_MAP,val_stone_f1_CYS,seconds
4,frozen,0,0,1.6140100568722768,0.25796178343949044,1.6292779231682801,0.21153846153846154,0.13481817351370656,0.19230769230769232,0.11896296296296296,0.14814814814814814,0.28,0.16666666666666666,0.0,0.0,93.5
4,frozen,1,1,1.5589133470681062,0.43630573248407645,1.622634551463983,0.3269230769230769,0.14800831779555185,0.36538461538461536,0.11515151515151516,0.5757575757575758,0.0,0.0,0.0,0.0,94.9
4,frozen,2,2,1.5479496998392093,0.37261146496815284,1.5960428898151104,0.14102564102564102,0.12471997803749313,0.15384615384615385,0.121843825249398,0.2222222222222222,0.0,0.21052631578947367,0.0,0.17647058823529413,93.3
4,frozen,3,3,1.5219236984374418,0.2818471337579618,1.600008704723456,0.15384615384615385,0.13444589471870422,0.11538461538461539,0.08682907506436918,0.24242424242424243,0.0,0.11764705882352941,0.0,0.07407407407407407,93.5
4,frozen,4,4,1.4977837892094994,0.37101910828025475,1.602017173400292,0.09615384615384616,0.08519602098728588,0.09615384615384616,0.0725721112817887,0.07407407407407407,0.09523809523809523,0.0,0.0,0.1935483870967742,93.5
4,finetune,5,0,1.45199554437285,0.3343949044585987,1.7226779827704797,0.16666666666666666,0.13945691006981403,0.09615384615384616,0.08675157370809544,0.07407407407407407,0.0,0.2727272727272727,0.0,0.08695652173913043,94.6
4,finetune,6,1,1.3312830636455755,0.34235668789808915,1.7867510532721496,0.1794871794871795,0.126766949751311,0.23076923076923078,0.153151364764268,0.25806451612903225,0.3076923076923077,0.0,0.0,0.2,94.7
4,finetune,7,2,1.225546037315563,0.3980891719745223,1.7529702400549865,0.26282051282051283,0.22114529493496474,0.3269230769230769,0.2469264069264069,0.47619047619047616,0.2857142857142857,0.2727272727272727,0.2,0.0,94.5
4,finetune,8,3,1.1061279914181703,0.4299363057324841,2.3354711593725743,0.2692307692307692,0.18670011447475804,0.3076923076923077,0.21593659977992902,0.46511627906976744,0.21052631578947367,0.2222222222222222,0.0,0.18181818181818182,95.0
4,finetune,9,4,0.9653646137304367,0.47611464968152867,2.459263028242649,0.3076923076923077,0.19287898585836943,0.3269230769230769,0.17874396135265702,0.6086956521739131,0.1111111111111111,0.0,0.0,0.17391304347826086,94.9
4,finetune,10,5,0.8608233461714094,0.571656050955414,2.7377664217582116,0.25,0.16415418341249544,0.28846153846153844,0.188199064620249,0.46808510638297873,0.10526315789473684,0.11764705882352941,0.0,0.25,94.6
