fold,phase,epoch,phase_epoch,train_loss,train_img_acc,val_loss,val_accuracy,val_macro_f1,val_stone_accuracy,val_stone_macro_f1,val_stone_f1_CaOx,val_stone_f1_CHP,val_stone_f1_UA,val_stone_f1_MAP,val_stone_f1_CYS,seconds
2,frozen,0,0,1.5810199460724705,0.3397129186602871,1.5906546548673302,0.37579617834394907,0.18398796992481203,0.4339622641509434,0.2089159067882472,0.6190476190476191,0.425531914893617,0.0,0.0,0.0,93.7
2,frozen,1,1,1.4753419908039878,0.4481658692185008,1.5296807813036972,0.43312101910828027,0.3385450519594041,0.4339622641509434,0.3984342892879478,0.5365853658536586,0.375,0.2857142857142857,0.3333333333333333,0.46153846153846156,93.9
2,frozen,2,2,1.4246433418143118,0.4513556618819777,1.4843478574874296,0.4267515923566879,0.3411997698852003,0.4528301886792453,0.37160682454800104,0.5714285714285714,0.47058823529411764,0.16666666666666666,0.2857142857142857,0.36363636363636365,93.8
2,frozen,3,3,1.3482141876905158,0.4960127591706539,1.4322031075787391,0.4585987261146497,0.3979393217140871,0.49056603773584906,0.41349206349206347,0.6666666666666666,0.42857142857142855,0.2222222222222222,0.5,0.25,94.6
2,frozen,4,4,1.2994648891202571,0.4880382775119617,1.4322611913559542,0.45222929936305734,0.3916987037730072,0.49056603773584906,0.44164357381748687,0.6521739130434783,0.38461538461538464,0.3333333333333333,0.5714285714285714,0.26666666666666666,93.8
2,finetune,5,0,1.1630708013425033,0.4960127591706539,1.2234573694551067,0.5031847133757962,0.4211422550960898,0.4716981132075472,0.33243308415722206,0.6551724137931034,0.0,0.0,0.46153846153846156,0.5454545454545454,94.6
2,finetune,6,1,0.8346374911364566,0.6267942583732058,1.0558696396791252,0.535031847133758,0.5407999010255409,0.6415094339622641,0.6362365112365113,0.7027027027027027,0.5714285714285714,0.625,0.6666666666666666,0.6153846153846154,95.0
2,finetune,7,2,0.673132927984332,0.6905901116427432,1.3866860764041828,0.554140127388535,0.48065507708665606,0.6415094339622641,0.5488158899923606,0.7142857142857143,0.5882352941176471,0.7142857142857143,0.0,0.7272727272727273,94.8
2,finetune,8,3,0.550396929279659,0.7384370015948963,1.2602345854233785,0.5987261146496815,0.5728115668709728,0.5849056603773585,0.5244444444444445,0.6666666666666666,0.5555555555555556,0.4,0.3333333333333333,0.6666666666666666,94.7
2,finetune,9,4,0.47029535479522777,0.7496012759170654,1.6202194075675527,0.6114649681528662,0.5697521713330096,0.6415094339622641,0.6031469979296066,0.7142857142857143,0.43478260869565216,0.8,0.4,0.6666666666666666,95.4
2,finetune,10,5,0.3864751126872676,0.7926634768740032,1.4839256815849595,0.6178343949044586,0.581385640527779,0.660377358490566,0.6689826839826839,0.6818181818181818,0.625,0.8,0.6666666666666666,0.5714285714285714,94.9
2,finetune,11,6,0.33100057099804736,0.8309409888357256,1.7013868397208536,0.643312101910828,0.5856717403310163,0.6415094339622641,0.6112101406219053,0.7058823529411765,0.5925925925925926,0.5454545454545454,0.6666666666666666,0.5454545454545454,94.7
