fold,phase,epoch,phase_epoch,train_loss,train_img_acc,val_loss,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc,val_stone_accuracy,val_stone_precision,val_stone_recall,val_stone_f1,val_stone_roc_auc,seconds
0,frozen,0,0,0.6982033033914203,0.564873417721519,0.683397726983017,0.5838509316770186,0.5923566878980892,0.96875,0.7351778656126482,0.5302884615384615,0.5925925925925926,0.5925925925925926,1.0,0.7441860465116279,0.5298295454545454,109.9
0,frozen,1,1,0.6675293641754344,0.5886075949367089,0.6726365326354222,0.5714285714285714,0.5918367346938775,0.90625,0.7160493827160493,0.5751602564102565,0.5740740740740741,0.5882352941176471,0.9375,0.7228915662650602,0.59375,94.2
0,frozen,2,2,0.6653394404845901,0.6060126582278481,0.6698883175849915,0.5962732919254659,0.6131386861313869,0.875,0.721030042918455,0.5706730769230769,0.6111111111111112,0.6122448979591837,0.9375,0.7407407407407407,0.5738636363636364,96.2
0,frozen,3,3,0.6460487963278082,0.6313291139240507,0.6673611321064256,0.6086956521739131,0.6240601503759399,0.8645833333333334,0.7248908296943232,0.5841346153846153,0.6481481481481481,0.6326530612244898,0.96875,0.7654320987654321,0.5866477272727273,96.3
0,frozen,4,4,0.6511140925974785,0.6107594936708861,0.6689305957059682,0.6024844720496895,0.6159420289855072,0.8854166666666666,0.7264957264957265,0.5860576923076923,0.6481481481481481,0.6326530612244898,0.96875,0.7654320987654321,0.5823863636363635,95.1
0,finetune,5,0,0.6416075629524037,0.6186708860759493,0.6739280260867954,0.5900621118012422,0.6153846153846154,0.8333333333333334,0.7079646017699115,0.5879807692307693,0.6111111111111112,0.6170212765957447,0.90625,0.7341772151898734,0.6079545454545455,95.0
0,finetune,6,1,0.6585599817807162,0.6060126582278481,0.6680440066023643,0.5652173913043478,0.5955882352941176,0.84375,0.6982758620689655,0.5991987179487179,0.6111111111111112,0.6122448979591837,0.9375,0.7407407407407407,0.6122159090909091,94.1
0,finetune,7,2,0.6391125049772142,0.6265822784810127,0.6669740521389506,0.5900621118012422,0.6119402985074627,0.8541666666666666,0.7130434782608696,0.5988782051282051,0.6666666666666666,0.64,1.0,0.7804878048780488,0.609375,94.2
0,finetune,8,3,0.650871411909031,0.625,0.6473588017943483,0.6459627329192547,0.656,0.8541666666666666,0.7420814479638009,0.6283653846153846,0.7222222222222222,0.6808510638297872,1.0,0.810126582278481,0.6392045454545454,94.5
0,finetune,9,4,0.6152997492234918,0.6724683544303798,0.6552250211283287,0.639751552795031,0.6461538461538462,0.875,0.7433628318584071,0.6200320512820513,0.6851851851851852,0.6595744680851063,0.96875,0.7848101265822784,0.6420454545454546,94.5
0,finetune,10,5,0.6353530453730233,0.6471518987341772,0.6420033873978609,0.6708074534161491,0.6666666666666666,0.8958333333333334,0.7644444444444445,0.6475961538461539,0.6851851851851852,0.6595744680851063,0.96875,0.7848101265822784,0.6548295454545454,94.1
0,finetune,11,6,0.6203449391111543,0.6708860759493671,0.6624335165349593,0.6770186335403726,0.6571428571428571,0.9583333333333334,0.7796610169491526,0.6328525641025642,0.6851851851851852,0.6595744680851063,0.96875,0.7848101265822784,0.6505681818181819,94.5
0,finetune,12,7,0.6299558825130704,0.6582278481012658,0.6601485221282296,0.6770186335403726,0.6571428571428571,0.9583333333333334,0.7796610169491526,0.6346153846153846,0.6481481481481481,0.6326530612244898,0.96875,0.7654320987654321,0.6534090909090909,94.6
0,finetune,13,8,0.6276175787177267,0.6819620253164557,0.658804274123648,0.6459627329192547,0.6444444444444445,0.90625,0.7532467532467533,0.6291666666666667,0.6666666666666666,0.6458333333333334,0.96875,0.775,0.6434659090909091,94.5
0,finetune,14,9,0.6089536102512215,0.6661392405063291,0.660854619112074,0.6708074534161491,0.6641221374045801,0.90625,0.7665198237885462,0.624198717948718,0.6851851851851852,0.6595744680851063,0.96875,0.7848101265822784,0.6392045454545454,94.2
0,finetune,15,10,0.5957457483569278,0.689873417721519,0.6567659348434542,0.6521739130434783,0.6612903225806451,0.8541666666666666,0.7454545454545455,0.6291666666666667,0.6296296296296297,0.6363636363636364,0.875,0.7368421052631579,0.6420454545454546,95.4
