fold,phase,epoch,phase_epoch,train_comp_loss,train_aux_loss,train_total_loss,val_loss,val_img_mae_overall,val_img_mae_CaOx,val_img_mae_CHP,val_img_mae_UA,val_img_mae_MAP,val_img_mae_CYS,val_img_dominant_acc,val_img_dominant_macro_f1,val_img_aitchison,val_stone_mae_overall,val_stone_mae_CaOx,val_stone_mae_CHP,val_stone_mae_UA,val_stone_mae_MAP,val_stone_mae_CYS,val_stone_dominant_acc,val_stone_dominant_macro_f1,val_stone_aitchison,seconds
0,finetune,15,10,0.5738614794254303,0.37022505640983583,0.6849290021896363,0.8216988350610314,0.16576039791107178,0.2584136724472046,0.23547512292861938,0.14288057386875153,0.06743171066045761,0.12460093200206757,0.6540880503144654,0.44234317043893895,11.34697151184082,0.16390067338943481,0.25395339727401733,0.23155319690704346,0.14249379932880402,0.0669020339846611,0.12460093945264816,0.660377358490566,0.4595238095238095,11.369504928588867,101.2
0,finetune,16,11,0.5693564490318298,0.36341322712898255,0.6783804274559021,0.7934079567591349,0.15963317453861237,0.2480003833770752,0.23366110026836395,0.13848745822906494,0.07054179161787033,0.10747512429952621,0.6918238993710691,0.48860606060606065,11.243208885192871,0.15734753012657166,0.2423972338438034,0.2285158783197403,0.13804680109024048,0.07030253857374191,0.1074751764535904,0.7547169811320755,0.5913065530533577,11.256780624389648,102.1
0,finetune,17,12,0.5432848603248596,0.35739684467315674,0.6505039172172546,0.807115042734446,0.15526904165744781,0.2453039139509201,0.232395201921463,0.12253092974424362,0.07081535458564758,0.10529977828264236,0.6729559748427673,0.42376354582236936,11.137914657592773,0.15336403250694275,0.24119746685028076,0.2269766628742218,0.12253089994192123,0.070815309882164,0.10529977083206177,0.7547169811320755,0.46349549549549546,11.154184341430664,101.8
0,finetune,18,13,0.5277275608539581,0.34246999139785766,0.6304685628890991,0.7970427709555475,0.1598670780658722,0.22707237303256989,0.24974504113197327,0.12236707657575607,0.08815184980630875,0.11199896037578583,0.6981132075471698,0.48016310625006275,11.182008743286133,0.1569419950246811,0.22048747539520264,0.24234379827976227,0.12236711382865906,0.08751261979341507,0.11199895292520523,0.7735849056603774,0.46590289143480634,11.218424797058105,101.0
0,finetune,19,14,0.5582093693733216,0.35285112643241884,0.6640647148132324,0.7355587744862778,0.1635681390762329,0.23256385326385498,0.23789815604686737,0.15623190999031067,0.07308099418878555,0.1180657297372818,0.7232704402515723,0.529139835740865,11.351054191589355,0.16100701689720154,0.22819013893604279,0.23060886561870575,0.1550893634557724,0.07308097928762436,0.11806569993495941,0.8113207547169812,0.6182486275509531,11.399375915527344,101.9
0,finetune,20,15,0.5344326322078705,0.3428614219665527,0.6372910645484924,0.7089044620405953,0.15371862053871155,0.2197093665599823,0.22523251175880432,0.1505407840013504,0.06934066116809845,0.10376985371112823,0.7358490566037735,0.5236262626262627,11.201003074645996,0.15081235766410828,0.21260498464107513,0.21877112984657288,0.14957526326179504,0.06934064626693726,0.10376980900764465,0.8490566037735849,0.6316784869976358,11.239015579223633,101.5
0,finetune,21,16,0.5370730699062347,0.34970699338912964,0.6419851757049561,0.7876205894182313,0.15757480263710022,0.22930499911308289,0.23355361819267273,0.1757221519947052,0.058854006230831146,0.09043918550014496,0.7547169811320755,0.5483615483615483,11.23642635345459,0.15512093901634216,0.22533486783504486,0.22607463598251343,0.1749020218849182,0.05885401368141174,0.09043921530246735,0.8301886792452831,0.6318181818181818,11.209759712219238,101.1
0,finetune,22,17,0.5047968240737915,0.32421329889297484,0.6020608129501342,0.7864577942674265,0.1622864156961441,0.23475193977355957,0.24860209226608276,0.16775883734226227,0.0635816752910614,0.09673754125833511,0.6729559748427673,0.49421762069518016,11.224265098571777,0.15826235711574554,0.23144014179706573,0.23354478180408478,0.16677434742450714,0.06281503289937973,0.09673751890659332,0.8113207547169812,0.6121987315010571,11.232287406921387,102.1
0,finetune,23,18,0.4471941475868225,0.3356832116603851,0.5478991159439087,0.7595992395712895,0.15511035919189453,0.21474207937717438,0.22922556102275848,0.15404488146305084,0.0638459250330925,0.11369337141513824,0.7169811320754716,0.523872783563186,11.168144226074219,0.15141651034355164,0.2077435553073883,0.2188616693019867,0.15293803811073303,0.0638459175825119,0.11369336396455765,0.8113207547169812,0.6239531174659694,11.206748962402344,101.3
0,finetune,24,19,0.4856814337730408,0.3223485197544098,0.5823859986305236,0.7507031578687752,0.15817907452583313,0.22768399119377136,0.23653635382652283,0.1514105349779129,0.06950268894433975,0.10576178878545761,0.710691823899371,0.534916676418801,11.179818153381348,0.15517374873161316,0.22368012368679047,0.22693917155265808,0.15038132667541504,0.06910636276006699,0.10576179623603821,0.8113207547169812,0.6239531174659694,11.223554611206055,101.2
0,finetune,25,20,0.46224764261245727,0.3231667962551117,0.5591976871490478,0.7364000231964783,0.15081605315208435,0.22608357667922974,0.23148369789123535,0.13112354278564453,0.06669618934392929,0.09869332611560822,0.7358490566037735,0.5365136697954036,11.072900772094727,0.1473316252231598,0.2201721966266632,0.22161786258220673,0.12947852909564972,0.06669622659683228,0.09869328886270523,0.8113207547169812,0.6344816586921851,11.092105865478516,100.7
0,finetune,26,21,0.4230870342731476,0.3127308181762695,0.5169062873840332,0.7509517737154691,0.1527726799249649,0.2224646806716919,0.23883385956287384,0.11651918292045593,0.08565373718738556,0.10039199143648148,0.710691823899371,0.5354931610151862,11.014208793640137,0.149178609251976,0.21627463400363922,0.22751618921756744,0.11605651676654816,0.08565373718738556,0.10039199888706207,0.7735849056603774,0.5368298368298368,11.07098388671875,101.1
0,finetune,27,22,0.41312962913513185,0.3046445417881012,0.5045229921340942,0.7521069912040759,0.15246377885341644,0.20616181194782257,0.2307351529598236,0.15681593120098114,0.07118072360754013,0.09742530435323715,0.7044025157232704,0.5150365726227796,11.11950397491455,0.14817455410957336,0.19894210994243622,0.21839115023612976,0.15493349730968475,0.07118073105812073,0.09742530435323715,0.7735849056603774,0.5770631653128593,11.11728286743164,101.8
