fold,phase,epoch,phase_epoch,train_loss,train_img_acc,val_loss,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc,val_stone_accuracy,val_stone_precision,val_stone_recall,val_stone_f1,val_stone_roc_auc,seconds
0,frozen,0,0,0.8097263197355633,0.5142405063291139,0.7116135442108842,0.5838509316770186,0.5875,0.9894736842105263,0.7372549019607844,0.5575757575757576,0.5925925925925926,0.5925925925925926,1.0,0.7441860465116279,0.5994318181818181,111.9
0,frozen,1,1,0.7797538924820816,0.5316455696202531,0.7083648180369264,0.5900621118012422,0.5911949685534591,0.9894736842105263,0.7401574803149606,0.5271132376395535,0.5925925925925926,0.5925925925925926,1.0,0.7441860465116279,0.5525568181818182,92.9
0,frozen,2,2,0.7584043982662733,0.5680379746835443,0.7226452762665956,0.5962732919254659,0.5949367088607594,0.9894736842105263,0.7430830039525692,0.5105263157894737,0.5925925925925926,0.5925925925925926,1.0,0.7441860465116279,0.5,94.3
0,frozen,3,3,0.6974713960780373,0.5981012658227848,0.701956767288054,0.577639751552795,0.6015037593984962,0.8421052631578947,0.7017543859649122,0.5054226475279107,0.6296296296296297,0.625,0.9375,0.75,0.5142045454545454,95.8
0,frozen,4,4,0.7167229418513141,0.5743670886075949,0.7246489076880935,0.4782608695652174,0.5774647887323944,0.43157894736842106,0.4939759036144578,0.5086124401913876,0.5185185185185185,0.625,0.46875,0.5357142857142857,0.5213068181818182,93.8
0,finetune,5,0,0.7622744297679467,0.5569620253164557,0.7737407636198198,0.5838509316770186,0.5933333333333334,0.9368421052631579,0.726530612244898,0.4840510366826157,0.6296296296296297,0.6153846153846154,1.0,0.7619047619047619,0.48011363636363635,94.3
0,finetune,6,1,0.7205580344683007,0.6028481012658228,0.7388369178179628,0.5900621118012422,0.5986394557823129,0.9263157894736842,0.7272727272727273,0.49872408293460924,0.5740740740740741,0.5918367346938775,0.90625,0.7160493827160493,0.49005681818181823,95.6
0,finetune,7,2,0.7121248758291896,0.5474683544303798,0.7468103120415848,0.5838509316770186,0.5945945945945946,0.9263157894736842,0.7242798353909465,0.4995215311004785,0.5740740740740741,0.5882352941176471,0.9375,0.7228915662650602,0.4957386363636364,94.7
0,finetune,8,3,0.7092057413692716,0.5886075949367089,0.7988793772199879,0.5838509316770186,0.5897435897435898,0.968421052631579,0.7330677290836654,0.4719298245614035,0.5925925925925926,0.5925925925925926,1.0,0.7441860465116279,0.47159090909090906,94.4
0,finetune,9,4,0.6907161315785179,0.5933544303797469,0.7380274534225464,0.45962732919254656,0.5571428571428572,0.4105263157894737,0.4727272727272727,0.4964912280701755,0.48148148148148145,0.5833333333333334,0.4375,0.5,0.4985795454545454,95.4
0,finetune,10,5,0.719610350795939,0.569620253164557,0.7292301802901748,0.5341614906832298,0.5961538461538461,0.6526315789473685,0.6231155778894473,0.48835725677830943,0.5370370370370371,0.5945945945945946,0.6875,0.6376811594202898,0.49005681818181823,94.9
0,finetune,11,6,0.692007372650919,0.5981012658227848,0.7390885760325082,0.4906832298136646,0.5764705882352941,0.5157894736842106,0.5444444444444444,0.5007974481658692,0.4444444444444444,0.5384615384615384,0.4375,0.4827586206896552,0.49857954545454547,94.7
0,finetune,12,7,0.6742313534398622,0.5965189873417721,0.7317920205015573,0.5527950310559007,0.6095238095238096,0.6736842105263158,0.64,0.49234449760765553,0.5370370370370371,0.6,0.65625,0.6268656716417911,0.4914772727272727,94.5
0,finetune,13,8,0.6846739408336108,0.5933544303797469,0.7213633569501201,0.5590062111801242,0.6016949152542372,0.7473684210526316,0.6666666666666666,0.5180223285486444,0.5925925925925926,0.625,0.78125,0.6944444444444444,0.5213068181818181,94.6
0,finetune,14,9,0.676401760759233,0.5822784810126582,0.7771548714882098,0.5714285714285714,0.5833333333333334,0.9578947368421052,0.7250996015936255,0.49473684210526314,0.5740740740740741,0.5849056603773585,0.96875,0.7294117647058823,0.5014204545454546,96.3
0,finetune,15,10,0.6791199317461327,0.5996835443037974,0.7107839989736213,0.5031055900621118,0.5663716814159292,0.6736842105263158,0.6153846153846154,0.5022328548644338,0.5185185185185185,0.5789473684210527,0.6875,0.6285714285714286,0.5113636363636364,94.8
0,finetune,16,11,0.6686185394661336,0.6265822784810127,0.7337533213337015,0.515527950310559,0.6231884057971014,0.45263157894736844,0.524390243902439,0.5169059011164274,0.5370370370370371,0.6521739130434783,0.46875,0.5454545454545454,0.53125,95.8
0,finetune,17,12,0.6583743578271021,0.6360759493670886,0.7199301021809904,0.5590062111801242,0.5923076923076923,0.8105263157894737,0.6844444444444444,0.4883572567783094,0.5740740740740741,0.5957446808510638,0.875,0.7088607594936709,0.5085227272727273,95.2
0,finetune,18,13,0.6297113057933276,0.6455696202531646,0.7186510973835584,0.5527950310559007,0.5877862595419847,0.8105263157894737,0.6814159292035398,0.5086124401913875,0.5740740740740741,0.5957446808510638,0.875,0.7088607594936709,0.5241477272727273,96.0
0,finetune,19,14,0.6680393188814574,0.6265822784810127,0.711823069345877,0.5341614906832298,0.5833333333333334,0.7368421052631579,0.6511627906976745,0.5106858054226475,0.6111111111111112,0.627906976744186,0.84375,0.72,0.5213068181818181,95.1
0,finetune,20,15,0.6408684555488297,0.6439873417721519,0.7319764794770235,0.515527950310559,0.5779816513761468,0.6631578947368421,0.6176470588235294,0.4889952153110048,0.5370370370370371,0.5945945945945946,0.6875,0.6376811594202898,0.4985795454545454,94.6
