fold,phase,epoch,phase_epoch,train_loss,train_aux_loss,val_loss,val_img_mae_overall,val_img_mae_CaOx,val_img_mae_CHP,val_img_mae_UA,val_img_mae_MAP,val_img_mae_CYS,val_img_mae_OTH,val_img_dominant_acc,val_img_aitchison,val_stone_mae_overall,val_stone_mae_CaOx,val_stone_mae_CHP,val_stone_mae_UA,val_stone_mae_MAP,val_stone_mae_CYS,val_stone_mae_OTH,val_stone_dominant_acc,val_stone_aitchison,seconds
0,frozen,0,0,1.1870370454566423,0.5280408573705097,1.1553476538744059,0.21211130917072296,0.42685404419898987,0.3399007022380829,0.17582787573337555,0.059028103947639465,0.1986726075410843,0.07238451391458511,0.34234234234234234,12.854004859924316,0.21203996241092682,0.4265604317188263,0.33986273407936096,0.1757313758134842,0.05902811139822006,0.19867262244224548,0.07238450646400452,0.32432432432432434,12.862060546875,112.2
0,frozen,1,1,1.029032702778661,0.4753864426945531,1.052017885285455,0.19620056450366974,0.4011451005935669,0.2925930321216583,0.14862632751464844,0.09145433455705643,0.1583235263824463,0.08506109565496445,0.5765765765765766,12.772822380065918,0.1961081624031067,0.4011450409889221,0.29203858971595764,0.14862631261348724,0.09145433455705643,0.15832357108592987,0.08506106585264206,0.5945945945945946,12.769071578979492,116.1
0,frozen,2,2,0.9653415793596312,0.46641232038653174,0.9504016766677031,0.18145211040973663,0.3692275583744049,0.2752891182899475,0.16082705557346344,0.07356946170330048,0.12913461029529572,0.08066485822200775,0.6036036036036037,12.50020694732666,0.18098729848861694,0.3692276179790497,0.2725313901901245,0.16079582273960114,0.07356943935155869,0.12913461029529572,0.08066484332084656,0.5945945945945946,12.506722450256348,116.4
0,frozen,3,3,0.9123785814573598,0.44357509224913844,0.9167430959306322,0.17181336879730225,0.3553597331047058,0.23594583570957184,0.1550876647233963,0.07560134679079056,0.12610410153865814,0.0827815905213356,0.6306306306306306,12.458148956298828,0.1708718091249466,0.3548707067966461,0.2307855188846588,0.15508762001991272,0.07560133188962936,0.12610410153865814,0.0827816054224968,0.6486486486486487,12.466532707214355,118.3
0,frozen,4,4,0.8649743720542553,0.43779554325480796,0.9736822156218795,0.17806009948253632,0.36473602056503296,0.27742886543273926,0.15471114218235016,0.06732024997472763,0.12102493643760681,0.08313945680856705,0.5585585585585585,12.36428165435791,0.17774073779582977,0.3647359609603882,0.2755127549171448,0.15471109747886658,0.06732024252414703,0.12102492898702621,0.08313942700624466,0.5135135135135135,12.378458023071289,116.2
0,finetune,5,0,0.8102274747781976,0.4237597810667615,0.890494733780354,0.15580056607723236,0.3210655450820923,0.24569088220596313,0.14337724447250366,0.051323678344488144,0.10333472490310669,0.07001137733459473,0.6216216216216216,11.983256340026855,0.15535350143909454,0.3210655748844147,0.24476023018360138,0.14162546396255493,0.051323674619197845,0.10333472490310669,0.07001139968633652,0.6486486486486487,12.028948783874512,140.7
0,finetune,6,1,0.6380868642829185,0.37607164812642474,0.869520014470762,0.13516251742839813,0.29235711693763733,0.19618536531925201,0.13063207268714905,0.04260149970650673,0.08249642699956894,0.06670255959033966,0.6756756756756757,11.61158561706543,0.13177181780338287,0.2782304584980011,0.19028940796852112,0.1303105652332306,0.04260150343179703,0.08249640464782715,0.06670256704092026,0.7567567567567568,11.609134674072266,140.2
0,finetune,7,2,0.5041867586069328,0.33466019228447313,0.8614837376921026,0.13823963701725006,0.2881631851196289,0.23768801987171173,0.09921769052743912,0.047945089638233185,0.08223477751016617,0.07418908923864365,0.6396396396396397,11.465999603271484,0.13429729640483856,0.27537059783935547,0.2275499850511551,0.09921767562627792,0.047945089638233185,0.08151136338710785,0.07418907433748245,0.6756756756756757,11.482568740844727,138.5
0,finetune,8,3,0.3903501467649327,0.2988854284896407,0.9420022379170667,0.10781056433916092,0.2399444282054901,0.14560526609420776,0.08907697349786758,0.04223696514964104,0.07753736525774002,0.052462417632341385,0.7477477477477478,10.867976188659668,0.1028851866722107,0.22414684295654297,0.1319650113582611,0.0890064612030983,0.042236972600221634,0.07749345153570175,0.052462417632341385,0.7567567567567568,10.952884674072266,140.0
0,finetune,9,4,0.34687063541523244,0.2596557077973388,0.9855457544326782,0.11613008379936218,0.2438078671693802,0.15570314228534698,0.09725543111562729,0.04202152043581009,0.08397753536701202,0.07401500642299652,0.7657657657657657,11.333491325378418,0.11201667040586472,0.2318221926689148,0.14637650549411774,0.0952715054154396,0.04202151298522949,0.08259328454732895,0.07401502132415771,0.8108108108108109,11.329789161682129,142.3
0,finetune,10,5,0.31472691117331036,0.24056461106899174,0.8981776103243098,0.11054595559835434,0.23057051002979279,0.1554844081401825,0.09020373970270157,0.04207121208310127,0.08825104683637619,0.05669479817152023,0.7207207207207207,11.04939079284668,0.10534685105085373,0.21382330358028412,0.1470102071762085,0.08910886198282242,0.04207121953368187,0.08337267488241196,0.05669480562210083,0.8108108108108109,11.09232234954834,147.3
