fold,phase,epoch,phase_epoch,train_loss,train_img_acc,val_loss,val_accuracy,val_macro_f1,val_stone_accuracy,val_stone_macro_f1,val_stone_f1_CaOx,val_stone_f1_CHP,val_stone_f1_UA,val_stone_f1_MAP,val_stone_f1_CYS,seconds
0,frozen,0,0,1.6046529132337235,0.23322683706070288,1.5292367557936077,0.4240506329113924,0.27256860999851656,0.4716981132075472,0.24550607287449394,0.6,0.47368421052631576,0.15384615384615385,0.0,0.0,94.3
0,frozen,1,1,1.5067807405520552,0.48881789137380194,1.422332096703445,0.5506329113924051,0.32631527380130737,0.5849056603773585,0.3107400379506641,0.7419354838709677,0.4117647058823529,0.4,0.0,0.0,94.1
0,frozen,2,2,1.4342923450012939,0.45686900958466453,1.3673139040983175,0.5822784810126582,0.4119319309619409,0.660377358490566,0.47948717948717945,0.8307692307692308,0.4166666666666667,0.25,0.5,0.4,93.6
0,frozen,3,3,1.3743250670905311,0.4488817891373802,1.3663164196135122,0.4620253164556962,0.36072809178399245,0.5660377358490566,0.6429919137466308,0.6792452830188679,0.42857142857142855,0.25,1.0,0.8571428571428571,93.7
0,frozen,4,4,1.3263313789337208,0.45527156549520764,1.2964764501475081,0.5506329113924051,0.4049288061336254,0.6037735849056604,0.3859259259259259,0.8333333333333334,0.2962962962962963,0.4,0.4,0.0,93.9
0,finetune,5,0,1.2079727725860792,0.5031948881789138,1.094089843049834,0.5632911392405063,0.39675674324300675,0.6415094339622641,0.4219814241486068,0.7941176470588235,0.3157894736842105,0.0,0.25,0.75,95.0
0,finetune,6,1,0.8894281387329102,0.5894568690095847,1.0775551637516747,0.5632911392405063,0.4532243860754718,0.6226415094339622,0.4859866788559487,0.8064516129032258,0.3157894736842105,0.3076923076923077,0.3333333333333333,0.6666666666666666,95.2
0,finetune,7,2,0.6463002242600194,0.6853035143769968,0.9748771439624738,0.5189873417721519,0.4403329471477436,0.5849056603773585,0.4673015873015872,0.7142857142857143,0.4,0.0,0.3333333333333333,0.8888888888888888,95.2
0,finetune,8,3,0.614747917499786,0.7108626198083067,1.051017766511893,0.5506329113924051,0.37551371096362607,0.6226415094339622,0.41440781440781443,0.8307692307692308,0.2222222222222222,0.4,0.2857142857142857,0.3333333333333333,94.9
0,finetune,9,4,0.5183766260505104,0.7651757188498403,0.8725570500651493,0.5949367088607594,0.5655100879597004,0.6792452830188679,0.6559322033898305,0.7796610169491526,0.4444444444444444,0.5,0.6666666666666666,0.8888888888888888,95.1
0,finetune,10,5,0.39135190230398514,0.8322683706070287,0.8112916535214533,0.6012658227848101,0.5553662812283502,0.7169811320754716,0.6637551990493167,0.7777777777777778,0.6470588235294118,0.5,0.6666666666666666,0.7272727272727273,95.5
0,finetune,11,6,0.34070169697173486,0.8402555910543131,0.9437159628053254,0.6518987341772152,0.5555023148659292,0.7169811320754716,0.6451746476991919,0.8387096774193549,0.43478260869565216,0.6666666666666666,0.2857142857142857,1.0,94.8
0,finetune,12,7,0.3580728072327928,0.8306709265175719,0.8528546087349518,0.6455696202531646,0.6058372377318606,0.6415094339622641,0.6385185185185185,0.7037037037037037,0.5333333333333333,0.4,0.6666666666666666,0.8888888888888888,94.9
0,finetune,13,8,0.30149606941416623,0.8706070287539937,0.9520660470935363,0.6518987341772152,0.5753300363207484,0.6792452830188679,0.6121212121212121,0.7272727272727273,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,94.9
0,finetune,14,9,0.27881506523385213,0.8722044728434505,1.0898550831818883,0.6582278481012658,0.5519296187683284,0.7169811320754716,0.6411666666666667,0.8125,0.56,0.5,0.6666666666666666,0.6666666666666666,95.2
0,finetune,15,10,0.2953840223745035,0.8578274760383386,0.9713012644007236,0.7151898734177216,0.6167136886102403,0.7547169811320755,0.6606428988895383,0.8135593220338984,0.6896551724137931,0.5,0.5,0.8,95.0
