fold,best_epoch,best_val_loss,best_loss,best_accuracy,best_precision,best_recall,best_f1,best_roc_auc,best_stone_accuracy,best_stone_precision,best_stone_recall,best_stone_f1,best_stone_roc_auc
0,6,0.691922798660231,0.691922798660231,0.5590062111801242,0.625,0.631578947368421,0.6282722513089005,0.5564593301435407,0.6111111111111112,0.6774193548387096,0.65625,0.6666666666666666,0.546875
1,5,0.7142263987125494,0.7142263987125494,0.5576923076923077,0.5793103448275863,0.9130434782608695,0.7088607594936709,0.5180027173913043,0.5471698113207547,0.5686274509803921,0.9354838709677419,0.7073170731707317,0.533724340175953
2,5,0.7292856226993513,0.7292856226993513,0.5379746835443038,0.5916666666666667,0.7473684210526316,0.6604651162790698,0.4085213032581454,0.6037735849056604,0.6222222222222222,0.875,0.7272727272727273,0.40476190476190477
3,5,0.736642338944681,0.736642338944681,0.4779874213836478,0.5537190082644629,0.6979166666666666,0.6175115207373272,0.3773148148148149,0.4716981132075472,0.5476190476190477,0.71875,0.6216216216216216,0.3571428571428572
4,5,0.7315837227323521,0.7315837227323521,0.4716981132075472,0.5714285714285714,0.5,0.5333333333333333,0.4067460317460318,0.4528301886792453,0.5483870967741935,0.53125,0.5396825396825397,0.39434523809523814
