,mean,std
best_val_loss,0.70475938404659,0.04056967398665331
best_loss,0.70475938404659,0.04056967398665331
best_img_mae_overall,0.15216658711433412,0.003288216372183486
best_img_mae_CaOx,0.2450135201215744,0.014594851412830857
best_img_mae_CaP,0.2491047501564026,0.013211808036064495
best_img_mae_UA,0.11575389802455902,0.006132117360446029
best_img_mae_MAP,0.052192272990942,0.01045529580831908
best_img_mae_CYS,0.09876847714185714,0.003693838666945471
best_img_dominant_acc,0.6680252742181676,0.015202274859374691
best_img_dominant_macro_f1,0.4715951213823442,0.04269717548624047
best_img_dominant_f1_CaOx,0.7824046148735027,0.01936682365493876
best_img_dominant_f1_CaP,0.5823420061591039,0.04815429039939882
best_img_dominant_f1_UA,0.561031211750306,0.15066804899503855
best_img_dominant_f1_MAP,0.0,0.0
best_img_dominant_f1_CYS,0.43219777412880866,0.12238648524739039
best_img_aitchison,10.862095069885253,0.26807639574652353
best_stone_mae_overall,0.149350842833519,0.0032137644658586694
best_stone_mae_CaOx,0.23780279457569123,0.01213752431906611
best_stone_mae_CaP,0.24242328703403473,0.0169683152265713
best_stone_mae_UA,0.11510670930147171,0.005639932887075456
best_stone_mae_MAP,0.052162126451730725,0.010394935599145522
best_stone_mae_CYS,0.09925931096076965,0.003923538401429134
best_stone_dominant_acc,0.7042424242424243,0.0334051421415615
best_stone_dominant_macro_f1,0.5037004247640914,0.07177309676241017
best_stone_dominant_f1_CaOx,0.8040001019744937,0.034871603593894074
best_stone_dominant_f1_CaP,0.6264855938295352,0.05045922989926959
best_stone_dominant_f1_UA,0.619127539127539,0.14772492598988735
best_stone_dominant_f1_MAP,0.0,0.0
best_stone_dominant_f1_CYS,0.4688888888888889,0.3150935585144259
best_stone_aitchison,10.943448066711426,0.24512520448581535
