fold,best_epoch,best_val_loss,best_loss,best_img_mae_overall,best_img_mae_CaOx,best_img_mae_CHP,best_img_mae_UA,best_img_mae_MAP,best_img_mae_CYS,best_img_mae_OTH,best_img_dominant_acc,best_img_aitchison,best_stone_mae_overall,best_stone_mae_CaOx,best_stone_mae_CHP,best_stone_mae_UA,best_stone_mae_MAP,best_stone_mae_CYS,best_stone_mae_OTH,best_stone_dominant_acc,best_stone_aitchison
0,18,0.610750414222849,0.610750414222849,0.09465334564447403,0.20859286189079285,0.17925450205802917,0.10186856240034103,0.03545320779085159,0.010994801297783852,0.031756140291690826,0.7577639751552795,10.887918472290039,0.09003876894712448,0.19651834666728973,0.17032356560230255,0.09610514342784882,0.0347975492477417,0.010926974005997181,0.031561002135276794,0.7777777777777778,10.982732772827148
1,13,0.8359006354643864,0.8359006354643864,0.12106127291917801,0.2477571666240692,0.2089422047138214,0.12274356186389923,0.04396578297019005,0.0731859803199768,0.029773008078336716,0.6477987421383647,10.977669715881348,0.11674659699201584,0.24120056629180908,0.19707190990447998,0.11791378259658813,0.04133434593677521,0.07318596541881561,0.029773015528917313,0.660377358490566,10.934136390686035
2,11,0.7454945716676833,0.7454945716676833,0.11876925826072693,0.2414327710866928,0.22630567848682404,0.09608004987239838,0.0818525105714798,0.04604913294315338,0.02089543826878071,0.6329113924050633,10.933780670166016,0.11234568804502487,0.22696296870708466,0.20818975567817688,0.0962875634431839,0.07606479525566101,0.04577857255935669,0.020790446549654007,0.6981132075471698,11.006247520446777
3,7,0.8669077008025451,0.8669077008025451,0.14517934620380402,0.267454594373703,0.23810474574565887,0.14871229231357574,0.05505817383527756,0.11441413313150406,0.047332145273685455,0.559748427672956,11.788886070251465,0.14305929839611053,0.2627095580101013,0.23012934625148773,0.14871226251125336,0.05505821481347084,0.11441413313150406,0.04733213782310486,0.5849056603773585,11.850101470947266
4,7,0.7262993177790551,0.7262993177790551,0.13047142326831818,0.2665344178676605,0.22542937099933624,0.09670225530862808,0.07075350731611252,0.07511437684297562,0.04829462617635727,0.643312101910828,11.667218208312988,0.1265483945608139,0.25783008337020874,0.21656958758831024,0.09382136166095734,0.06868083029985428,0.07454583048820496,0.04784262552857399,0.6792452830188679,11.70423698425293
