stone_id,mean_std_per_class,std_CaOx,std_CHP,std_UA,std_MAP,std_CYS,std_OTH
S180,0.03728213199204047,0.08314860929459558,0.028112406303743877,0.01749596024117185,0.0005853355967554233,0.09254745002584508,0.00180303049013103
S181,0.06308693883741258,0.11899485399381514,0.07661125868523455,0.001834575359926933,0.15898014936293253,0.019312710448128403,0.0027880851744379056
S182,0.04994975160133069,0.14562320252854505,0.11102797805807414,0.023557943551128602,0.017388492181487646,0.00014652782087292712,0.001954365467875755
S183,0.10760027435354906,0.28158889739644144,0.2917214772389167,0.03073609635998743,0.03421144478672755,0.00011165648385628947,0.007232073855364923
S185,0.01242608466167336,0.03719951683208644,0.015465244088763059,0.012388389717745854,0.0001529840587662147,0.0011625404621626867,0.008187832810515924
S186,0.012304637395976578,0.03535748450985115,0.03350317291345576,0.0036190423809786296,0.00026686600745995083,0.000654780626635236,0.00042647793747873784
S187,0.0013537252496339887,0.004059947826500495,0.0015084221047711858,0.0024256980898188694,7.149938260638159e-07,5.878740640056093e-06,0.00012168974224726099
S189,0.14733172375397516,0.1037455382588415,0.07916852817301095,0.3900646597883558,0.005356581540792298,0.30150754032893134,0.004147494433918901
S190,0.10751230190535176,0.3186414007016524,0.048042690615333256,0.26378211874389934,0.002472070386027037,0.009779663106587094,0.0023558678786114355
S191,0.018534520628193836,0.03035437679768576,0.021167094039557195,0.0029069327593288833,0.0005818770772296633,0.055500840950658645,0.0006960021447028742
S192,0.011592268533830101,0.02197772778779128,0.006742616091036629,0.006883886597173387,6.941632210667448e-05,0.03372508118971722,0.00015488321515542085
S193,0.044516694564717345,0.07740574247331028,0.10803274906840114,0.006582671353765213,0.0008603077137542762,0.07346686738583595,0.0007518293932371663
S194,0.11582301172712545,0.34589905650051267,0.17828665540109712,0.002672731194870123,0.16318065275239585,0.0014684166069171775,0.003430557906959729
S195,0.04726217152515031,0.01779818886119405,0.10152914522656598,0.003916781174132453,0.1324952946480626,0.0029356111312961192,0.02489800810965066
S196,0.04134911431249512,0.006359748792084219,0.07904492530901683,0.019309607242140994,0.04050084421357745,0.09452549087672758,0.008354069441423667
S197,0.09927071229035155,0.08340769688737103,0.07912932580805022,0.10681868864277586,0.02325846036149156,0.29772983441504136,0.005280267627379168
S198,0.021130593821066922,0.022630968329795147,0.00889916586619319,0.028923868390745934,0.0003729390387005341,0.06307543811709446,0.0028811831838722692
S199,0.12920472130266442,0.05568831043986709,0.031028029397493696,0.29754578644870544,0.0019715388471783467,0.38758535172500286,0.0014093109577390437
S2,0.0352408957748753,0.09112140067019825,0.07802636612467444,0.030845682322644064,0.0007473784242847838,0.001915699194423449,0.008788847913026787
S20,0.10173836370437132,0.2584893899202494,0.11309639785537859,0.01271329747815475,0.21864924416167128,0.0019846695706048716,0.005497183240168958
S201,0.0017739922922049782,0.005203271630245918,0.0034205201806244427,0.0016378518970844472,1.7976331533100005e-06,9.338447852380771e-05,0.0002871279335979411
S202,0.027458127245361116,0.08156391500034071,0.073540537277892,0.00446419504847685,0.0007850014809914393,0.00132700597208222,0.00306810869238348
S203,0.01724789632745741,0.024308028917665276,0.012648632819757748,0.012660460354155358,4.423267577057699e-05,0.051428259870421426,0.002397763326974084
S204,0.022140922817512034,0.021156433334066724,0.03569523185986429,0.0252352152616536,0.004817170422108063,0.025190294260986085,0.020751191766393427
S205,0.1409504540439099,0.2795706270534277,0.09013363112108647,0.11433771717033639,0.012965427592783723,0.3152300580194107,0.033465263306414354
S206,0.0918011432781089,0.13887176771153947,0.01996567884665946,0.11344831040555532,0.001130796236288327,0.2663250409934255,0.011065265475185358
S207,0.04325107739979304,0.12926132959008751,0.08075725151085308,0.01607050162970419,0.013010548599414624,0.0019494863233244337,0.018457346745374394
S208,0.08504099800947773,0.10293288433044609,0.148726388425895,0.15877183306847037,0.0897713382115927,0.005236907592497022,0.004806636427965171
S209,0.12070925481128326,0.32448152537841374,0.24449950370786952,0.03630721609438941,0.0989165333463471,0.0021085270178066843,0.01794222332287319
S21,0.03389525069010319,0.05760875138103683,0.05833881243793705,0.06612860619794186,0.003811170239048593,0.009903332820179038,0.007580831064475804
S210,0.06120417506215461,0.07773886486994178,0.18194450473901586,0.07474739721278276,0.0171301083788548,0.008937399921986793,0.0067267752503455975
