stone_id,mean_std_per_class,std_CaOx,std_CaP,std_UA,std_MAP,std_CYS
S310,0.06615476075053564,0.06184691739330037,0.12057636173528935,0.06986341437388406,0.029273438708943444,0.04921367154126094
S311,0.03423088363927955,0.033420512661088225,0.08390913004456424,0.031079546012341946,0.011934230504132852,0.010810998974270463
S312,0.05819813404055485,0.06939277068786136,0.13838100021186267,0.046362066708490655,0.007406924187487717,0.029447908407071823
S313,0.029104208852811543,0.04070422411925392,0.0294865342854485,0.01745492639169401,0.027763894647769998,0.03011146481989126
S314,0.05741925070750904,0.1136824522372227,0.0434605804350372,0.08826831441886301,0.029707020528675625,0.011977885917746655
S315,0.10527632094336377,0.21948594887715653,0.17593780184819105,0.044169918582550594,0.039669254924251524,0.04711868048466922
S316,0.04645681872379614,0.09911681270819975,0.06637173914393009,0.03416350439559551,0.01388496718026048,0.01874707019099487
S319,0.02877479674299514,0.06175872779529537,0.03802564442105335,0.012846565723349575,0.012464728888234146,0.01877831688704326
S32,0.13949258527625621,0.06959987496960507,0.23239246760244198,0.3255126342910566,0.05581138305110197,0.014146566467075438
S321,0.008338999281151702,0.020353879490113955,0.01933404074229895,0.000712034177516557,0.0009335230611946645,0.00036151893463437544
S322,0.06068685968047062,0.15171561525406796,0.023334969705721798,0.10472774993355333,0.000698859763492823,0.02295710374551719
S323,0.05219153353085086,0.1303159182719806,0.061718034258264554,0.06623369192869967,0.0018780943085604733,0.0008119288867490122
S324,0.11868290650677234,0.29650040326687577,0.2796172492428342,0.0059842497104003025,0.010704030530602471,0.0006085997831488909
S325,0.008062929753628458,0.019043622218691183,0.01975116537753532,0.0004978320323968159,0.0006797953974044247,0.0003422337421145382
S326,0.041440083466296004,0.09305518061431266,0.06526738300008478,0.017442252381675596,0.012426304465226547,0.019009296870180426
S327,0.09076091032455516,0.11858676833627546,0.0846549975245935,0.08868070412665725,0.007519012963870945,0.15436306867137864
S328,0.10383158141428414,0.25834021039246036,0.14155108053173293,0.015191115144666478,0.03420218157297913,0.06987331942958189
S329,0.07821607993403937,0.1756361770116416,0.1600236380002014,0.0053468595995205745,0.031621325027805076,0.018452400031028236
S33,0.014061498329890131,0.031029098296597404,0.014637900426759137,0.015189725144453745,0.002307644761554254,0.007143123020086125
S330,0.03228456263775344,0.08050675031635307,0.05691738017462921,0.0017068360088423017,0.016437710448298126,0.005854136240644517
S331,0.010691397625012254,0.01673386918712555,0.02631816791422126,0.0014271020906071162,0.003567246637620654,0.005410602295486692
S332,0.04595795442393823,0.11488121281891105,0.10088432215369934,0.005215673420412111,0.0045372404105810385,0.004271323316087613
S333,0.001719720313517992,0.00348891612533238,0.002604796312072255,0.002457946050781163,1.9232356252090624e-05,2.7710723152071035e-05
S334,0.03035200894071785,0.07329845228954043,0.05711363144027639,0.007963120912053541,0.006810397711880801,0.006574442349838078
S335,0.07380524481551179,0.162721977706671,0.13662388435067957,0.04015196749411307,0.008107614613547257,0.021420779912548062
S336,0.05177229448647387,0.12430350242271489,0.061412838242236006,0.023071619755372284,0.020408650063822656,0.029664861948223493
S337,0.06680324432381327,0.15955536535991205,0.12972801711746257,0.016580560250859088,0.014473567802080008,0.013678711088752576
S339,0.06552016097120736,0.13423601385189982,0.11046962462974448,0.08186064748749566,0.000625809305990547,0.00040870958090627663
S34,0.06137794714132837,0.11677316592004178,0.10584022657957316,0.03522386724383378,0.009924280452606033,0.039128195510587084
S341,0.07809177548158594,0.06503312424424737,0.15039948594978578,0.14474259139573206,0.024501126154650797,0.0057825496635137055
S342,0.0905872470790326,0.22580746182825384,0.11549164556857985,0.09291822547777014,0.003393038214206937,0.01532586430635224
S343,0.14732125991835493,0.2420414465252454,0.23158913047633672,0.11459714299731552,0.010745827756988026,0.13763275183588897
S344,0.03649809017112522,0.07787428606042124,0.056999144073110936,0.014831349257351613,0.01936319700362645,0.013422474461115882
S345,0.0886085131584923,0.21476840775227896,0.14994058729047727,0.01210390499915656,0.0456924847307246,0.020537181019824137
S346,0.030686552343278696,0.05891854217856223,0.04284142357042394,0.020575116827020092,0.019824893122655982,0.011272786017731204
S347,0.03180548335466092,0.05481265618877078,0.03564622568139762,0.020803380075197497,0.029772662275638302,0.017992492552300426
S348,0.04805789409432387,0.10554257108439305,0.07437775653200863,0.013514805850411425,0.038637415296259844,0.008216921708546366
S349,0.02160478472724548,0.05257597490425637,0.03087549209993391,0.004033980339659253,0.01200419543367136,0.008534280858706523
S350,0.003549057124920712,0.006975592833201014,0.004879687168069887,0.0015818671382370674,2.5909548044824917e-05,0.004282228937050767
S351,0.073795835610039,0.17312698554066375,0.1648074174975411,0.013038156783759938,0.009184889025948937,0.008821729202281262
S353,0.06141578079746988,0.07286925710752154,0.07063576490428781,0.059573755748408945,0.013474892969988906,0.09052523325714212
S354,0.08193078845938731,0.18017595379548626,0.13072732524692476,0.0436376778186183,0.05116139054355729,0.003951594892350049
S355,0.03434239576959287,0.06590925698605606,0.017033479911277048,0.029324855933375825,0.02146417648928501,0.037980209527970425
S356,0.03307031989027844,0.01801095944201344,0.01614278128766954,0.05439701073431519,0.014113142149392943,0.06268770583800112
S358,0.07879116434512283,0.018212395971315905,0.0602682489686803,0.10409059357467003,0.05601835019990744,0.15536623301104052
S359,0.031169394706583108,0.0631479635067582,0.029162642115038738,0.023472884560248986,0.011185599914409903,0.028877883436459712
S36,0.16012184329743212,0.09005924214599538,0.3019001927058943,0.35814717241286426,0.04191663557987025,0.0085859736425363
S360,0.09522836494058703,0.21381403416274775,0.22225402668643218,0.01269744534577443,0.006678588542859937,0.020697729965120898
S362,0.02961168494064529,0.06822723127961365,0.06699866507992122,0.005668181551433959,0.005275557637616334,0.0018887891546412968
